Bn,COY,Village,Mohalla,House No,Name,Relation,Sex,Age,Occupation,Mob No,GR,Property,Floor,Colour,No of Rooms,Perimeter Fence,Cowshed,Entry points,LAT/LONG
78 BN,C COY,Ahemdabad,Rampur,Z-870,Rufus,Husband,M,56,Attender,9213840949,,1 kunal,Single,Purple,5,N,Y,2,28.679079/77.070556
78 BN,C COY,Ahemdabad,Rampur,Z-870,Rui,Wife,F,24,Buisnessman,9213840950,,1 kunal,Single,White,4,Y,Y,2,28.679079/77.070557
78 BN,C COY,Ahemdabad,Rampur,Z-872,Saif,Husband,M,56,Technician,9213840951,,1 kunal,Single,Blue,2,N,N,3,28.679079/77.070558
78 BN,C COY,Ahemdabad,Rampur,Z-872,Sammy,Wife,F,32,Shopkeeper,9213840952,,1 kunal,Single,Green,3,N,N,2,28.679079/77.070559
78 BN,C COY,Ahemdabad,Rampur,Z-874,Shayan,Husband,M,67,Doctor,9213840953,,1 kunal,Single,Lavender,5,N,N,1,28.679079/77.070560
78 BN,C COY,Ahemdabad,Rampur,Z-874,Sidney,Wife,F,89,Teacher,9213840954,,1 kunal,Single,Cherry,4,N,N,2,28.679079/77.070561
78 BN,C COY,Ahemdabad,Rampur,Z-874,Sigurd,Daughter,F,96,Engineer,9213840955,,1 kunal,Single,Light green,3,Y,N,2,28.679079/77.070562
78 BN,C COY,Ahemdabad,Jawara,Z-877,Stan,Father,F,49,Painter,9213840956,,1 kunal,Single,Red,3,Y,Y,2,28.679079/77.070563
78 BN,C COY,Ahemdabad,Jawara,Z-877,Teo,Mother,M,60,Call Centre,9213840957,,1 kunal,Single,Pink,5,N,N,2,28.679079/77.070564
78 BN,C COY,Ahemdabad,Jawara,Z-877,Theodor,Husband,F,23,Air hostess,9213840958,,1 kunal,Single,Purple,3,Y,N,3,28.679079/77.070565
78 BN,C COY,Ahemdabad,Jawara,Z-877,Thorfinn,Wife,M,43,Pilot,9213840959,,1 kunal,Single,White,4,N,Y,1,28.679079/77.070566
78 BN,C COY,Ahemdabad,Jawara,Z-881,Toran,Husband,M,75,Scientist,9213840960,,2 kunal,Single,Blue,4,Y,N,2,28.679079/77.070567
78 BN,C COY,Ahemdabad,Jawara,Z-881,Tyler-James,Wife,F,64,Attender,9213840961,,2 kunal,Single,Green,2,Y,N,2,28.679079/77.070568
78 BN,C COY,Ahemdabad,Jawara,Z-881,Tyrone,Daughter,F,86,Buisnessman,9213840962,,2 kunal,Single,Lavender,4,Y,N,1,28.679079/77.070569
78 BN,C COY,Ahemdabad,Doda,Z-884,Vincenzo,Husband,M,62,Technician,9213840963,,2 kunal,Single,Cherry,5,Y,N,2,28.679079/77.070570
78 BN,C COY,Ahemdabad,Doda,Z-884,Weston,Wife,F,98,Shopkeeper,9213840964,,2 kunal,Single,Light green,2,Y,Y,2,28.679079/77.070571
78 BN,C COY,Ahemdabad,Doda,Z-884,Wilbur,Son,F,21,Doctor,9213840965,,2 kunal,Single,Red,3,Y,Y,1,28.679079/77.070572
78 BN,C COY,Ahemdabad,Doda,Z-887,Woody,Father,M,33,Teacher,9213840966,,2 kunal,Single,Pink,5,N,N,2,28.679079/77.070573
78 BN,C COY,Ahemdabad,Doda,Z-887,Yahia,Mother,F,45,Engineer,9213840967,,2 kunal,Single,Purple,2,N,Y,2,28.679079/77.070574
78 BN,C COY,Ahemdabad,Doda,Z-887,Youssef,Husband,M,12,Painter,9213840968,,1 kunal,Single,White,4,N,N,2,28.679079/77.070575
78 BN,C COY,Ahemdabad,Doda,Z-887,Yousuf,Wife,F,45,Call Centre,9213840969,,1 kunal,Single,Blue,4,N,Y,2,28.679079/77.070576
78 BN,C COY,Ahemdabad,Bislai,Z-891,Zalan,Husband,M,23,Air hostess,9213840970,,1 kunal,Single,Green,3,N,Y,2,28.679079/77.070577
78 BN,C COY,Ahemdabad,Bislai,Z-891,Zayaan,Wife,F,67,Pilot,9213840971,,1 kunal,Single,Lavender,5,Y,Y,2,28.679079/77.070578
78 BN,C COY,Ahemdabad,Bislai,Z-893,Zayne,Husband ,M,23,Scientist,9213840972,,1 kunal,Single,Cherry,2,N,Y,2,28.679079/77.070579
78 BN,C COY,Ahemdabad,Bislai,Z-893,Zion,Wife,M,56,Attender,9213840973,,1 kunal,Single,Light green,5,N,Y,2,28.679079/77.070580
78 BN,C COY,Ahemdabad,Bislai,Z-895,A,Husband ,M,24,Buisnessman,9213840974,,2 kunal,Single,Red,5,Y,Y,1,28.679079/77.070581
78 BN,C COY,Ahemdabad,Bislai,Z-895,A-Jay,Wife,F,56,Technician,9213840975,,2 kunal,Single,Pink,5,N,N,2,28.679079/77.070582
78 BN,C COY,Ahemdabad,Bislai,Z-895,Aaryan,Son,F,32,Shopkeeper,9213840976,,2 kunal,Single,Purple,2,N,N,1,28.679079/77.070583
78 BN,C COY,Allahabad,Bokaro,Z-898,Aaryn,Husband,F,67,Doctor,9213840977,,2 kunal,Single,White,5,N,N,2,28.679079/77.070584
78 BN,C COY,Allahabad,Bokaro,Z-898,Aayan,Wife,M,89,Teacher,9213840978,,2 kunal,Single,Blue,6,N,N,2,28.679079/77.070585
78 BN,C COY,Allahabad,Bokaro,Z-898,Abdulaziz,Son,F,96,Engineer,9213840979,,1 kunal,Single,Green,3,Y,N,2,28.679079/77.070586
78 BN,C COY,Allahabad,Bokaro,Z-901,Abdulrahman,Husband,M,49,Painter,9213840980,,1 kunal,Single,Lavender,4,Y,Y,1,28.679079/77.070587
78 BN,C COY,Allahabad,Bokaro,Z-901,Abdurrahman,Wife,F,60,Call Centre,9213840981,,1 kunal,Single,Cherry,3,N,N,1,28.679079/77.070588
78 BN,C COY,Allahabad,Bokaro,Z-901,Abu,Daughter,M,23,Air hostess,9213840982,,1 kunal,Single,Light green,4,Y,N,1,28.679079/77.070589
78 BN,C COY,Allahabad,Bokaro,Z-901,Adeel,Son,F,43,Pilot,9213840983,,1 kunal,Single,Red,4,N,Y,2,28.679079/77.070590
78 BN,C COY,Allahabad,Manmad,Z-905,Aden,Father,M,75,Scientist,9213840984,,1 kunal,Single,Pink,2,Y,N,1,28.679079/77.070591
78 BN,C COY,Allahabad,Manmad,Z-905,Adie,Mother,M,64,Attender,9213840985,,1 kunal,Single,Purple,4,Y,N,2,28.679079/77.070592
78 BN,C COY,Allahabad,Manmad,Z-905,Aditya,Husband,M,86,Buisnessman,9213840986,,1 kunal,Single,White,2,Y,N,1,28.679079/77.070593
78 BN,C COY,Allahabad,Manmad,Z-905,Adlai,Wife,F,62,Technician,9213840987,,1 kunal,Single,Blue,3,Y,N,2,28.679079/77.070594
78 BN,C COY,Allahabad,Manmad,Z-906,Adley,Husband,F,98,Shopkeeper,9213840988,,1 kunal,Single,Green,4,Y,Y,2,28.679079/77.070595
78 BN,C COY,Allahabad,Manmad,Z-906,Adriel,Wife,F,21,Doctor,9213840989,,1 kunal,Single,Lavender,5,Y,Y,2,28.679079/77.070596
78 BN,C COY,Allahabad,Manmad,Z-906,Advay,Daughter,M,33,Teacher,9213840990,,1 kunal,Single,Cherry,3,N,N,1,28.679079/77.070597
78 BN,C COY,Allahabad,Bhumari,Z-912,Ahyaan,Father,F,45,Engineer,9213840991,,1 kunal,Single,Light green,3,N,Y,2,28.679079/77.070598
78 BN,C COY,Allahabad,Bhumari,Z-912,Aian,Mother,M,12,Painter,9213840992,,1 kunal,Single,Red,5,N,N,2,28.679079/77.070599
78 BN,C COY,Allahabad,Bhumari,Z-912,Aidyn,Husband,F,45,Call Centre,9213840993,,1 kunal,Single,Pink,4,N,Y,2,28.679079/77.070600
78 BN,C COY,Allahabad,Bhumari,Z-912,Ajit,Wife,M,23,Air hostess,9213840994,,1 kunal,Single,Purple,2,N,Y,3,28.679079/77.070601
78 BN,C COY,Allahabad,Bhumari,Z-916,Alisdair,Husband,F,67,Pilot,9213840995,,1 kunal,Single,White,3,Y,Y,2,28.679079/77.070602
78 BN,C COY,Allahabad,Bhumari,Z-916,Aliyaan,Wife,M,23,Scientist,9213840996,,1 kunal,Single,Blue,5,N,Y,1,28.679079/77.070603
78 BN,C COY,Allahabad,Bhumari,Z-916,Alyaan,Daughter,M,56,Attender,9213840997,,1 kunal,Single,Green,4,N,Y,2,28.679079/77.070604
78 BN,C COY,Allahabad,Manpura,Z-919,Amjad,Husband,F,24,Buisnessman,9213840998,,1 kunal,Single,Lavender,3,Y,Y,2,28.679079/77.070605
78 BN,C COY,Allahabad,Manpura,Z-919,Andreas,Wife,F,56,Technician,9213840999,,2 kunal,Single,Cherry,3,N,N,2,28.679079/77.070606
78 BN,C COY,Allahabad,Manpura,Z-921,Andrej,Husband,F,32,Shopkeeper,9213841000,,2 kunal,Single,Light green,5,N,N,2,28.679079/77.070607
78 BN,C COY,Allahabad,Manpura,Z-921,Andres,Wife,M,67,Doctor,9213841001,,2 kunal,Single,Red,3,N,N,3,28.679079/77.070608
78 BN,C COY,Allahabad,Manpura,Z-921,Antony,Daughter,M,89,Teacher,9213841002,,2 kunal,Single,Pink,4,N,N,1,28.679079/77.070609
78 BN,C COY,Allahabad,Manpura,Z-924,Aran,Husband,M,96,Engineer,9213841003,,2 kunal,Single,Purple,4,Y,N,2,28.679079/77.070610
78 BN,C COY,Allahabad,Manpura,Z-924,Argyle,Wife,F,49,Painter,9213841004,,2 kunal,Single,White,2,Y,Y,2,28.679079/77.070611
78 BN,C COY,Allahabad,Miyada,Z-926,Arian,Father,M,60,Call Centre,9213841005,,2 kunal,Single,Blue,4,N,N,1,28.679079/77.070612
78 BN,C COY,Allahabad,Miyada,Z-926,Arin,Mother,F,23,Air hostess,9213841006,,2 kunal,Single,Green,5,Y,N,2,28.679079/77.070613
78 BN,C COY,Allahabad,Miyada,Z-926,Aris,Husband,M,43,Pilot,9213841007,,1 kunal,Single,Lavender,2,N,Y,2,28.679079/77.070614
78 BN,C COY,Allahabad,Miyada,Z-926,Arish,Wife,F,75,Scientist,9213841008,,1 kunal,Single,Cherry,3,Y,N,1,28.679079/77.070615
78 BN,C COY,Allahabad,Miyada,Z-930,Arlen,Husband,M,64,Attender,9213841009,,1 kunal,Single,Light green,5,Y,N,2,28.679079/77.070616
78 BN,C COY,Allahabad,Miyada,Z-930,Arlie,Wife,F,86,Buisnessman,9213841010,,1 kunal,Single,Red,2,Y,N,2,28.679079/77.070617
78 BN,C COY,Allahabad,Miyada,Z-930,Armand,Daughter,F,62,Technician,9213841011,,1 kunal,Single,Pink,4,Y,N,2,28.679079/77.070618
78 BN,C COY,Kanpur,Modi,Z-933,Aros,Father,F,98,Shopkeeper,9213841012,,1 kunal,Single,Purple,4,Y,Y,2,28.679079/77.070619
78 BN,C COY,Kanpur,Modi,Z-933,Arsalan,Mother,M,21,Doctor,9213841013,,2 kunal,Single,White,3,Y,Y,2,28.679079/77.070620
78 BN,C COY,Kanpur,Modi,Z-933,Artin,Husband,F,33,Teacher,9213841014,,2 kunal,Single,Blue,5,N,N,2,28.679079/77.070621
78 BN,C COY,Kanpur,Modi,Z-933,Aston,Wife,M,45,Engineer,9213841015,,2 kunal,Single,Green,2,N,Y,2,28.679079/77.070622
78 BN,C COY,Kanpur,Modi,Z-937,Atholl,Husband,M,12,Painter,9213841016,,2 kunal,Single,Lavender,5,N,N,2,28.679079/77.070623
78 BN,C COY,Kanpur,Modi,Z-937,Atlas,Wife,F,45,Call Centre,9213841017,,2 kunal,Single,Cherry,5,N,Y,1,28.679079/77.070624
78 BN,C COY,Kanpur,Modi,Z-937,Aubrey,Son,F,23,Air hostess,9213841018,,1 kunal,Single,Light green,5,N,Y,2,28.679079/77.070625
78 BN,C COY,Kanpur,Rawas,Z-940,Auley,Father,M,67,Pilot,9213841019,,1 kunal,Single,Red,2,Y,Y,1,28.679079/77.070626
78 BN,C COY,Kanpur,Rawas,Z-940,Azeem,Mother,F,23,Scientist,9213841020,,1 kunal,Single,Pink,5,N,Y,2,28.679079/77.070627
78 BN,C COY,Kanpur,Rawas,Z-940,Azlan,Husband,F,56,Attender,9213841021,,1 kunal,Single,Purple,6,N,Y,2,28.679079/77.070628
78 BN,C COY,Kanpur,Rawas,Z-940,Baker,Wife,M,24,Buisnessman,9213841022,,1 kunal,Single,White,3,Y,Y,2,28.679079/77.070629
78 BN,C COY,Kanpur,Rawas,Z-944,Balfour,Husband,F,56,Technician,9213841023,,1 kunal,Single,Blue,4,N,N,1,28.679079/77.070630
78 BN,C COY,Kanpur,Rawas,Z-944,Baran,Wife,M,32,Shopkeeper,9213841024,,1 kunal,Single,Green,3,N,N,1,28.679079/77.070631
78 BN,C COY,Kanpur,Rawas,Z-944,Barnaby,Daughter,F,67,Doctor,9213841025,,1 kunal,Single,Lavender,4,N,N,1,28.679079/77.070632
78 BN,C COY,Kanpur,Rahim,Z-947,Afia,Father,,89,Teacher,9213841026,,1 kunal,Single,Cherry,4,N,N,2,28.679079/77.070633
78 BN,C COY,Kanpur,Rahim,Z-947,Agnes,Mother,,96,Engineer,9213841027,,1 kunal,Single,Light green,2,Y,N,1,28.679079/77.070634
78 BN,C COY,Kanpur,Rahim,Z-947,Alys,Husband,,49,Painter,9213841028,,1 kunal,Single,Red,4,Y,Y,2,28.679079/77.070635
78 BN,C COY,Kanpur,Rahim,Z-947,Amaia,Wife,,60,Call Centre,9213841029,,1 kunal,Single,Pink,2,N,N,1,28.679079/77.070636
78 BN,C COY,Kanpur,Rahim,Z-951,Ameera,Daughter,,23,Air hostess,9213841030,,1 kunal,Single,Purple,3,Y,N,2,28.679079/77.070637
78 BN,C COY,Kanpur,Rahim,Z-951,Amelia-Grace,Husband,,43,Pilot,9213841031,,1 kunal,Single,White,4,N,Y,2,28.679079/77.070638
78 BN,C COY,Kanpur,Rahim,Z-951,Amirah,Wife,,75,Scientist,9213841032,,1 kunal,Single,Blue,5,Y,N,2,28.679079/77.070639
78 BN,C COY,Kanpur,Rameshwar,Z-954,Amna,Father,,64,Attender,9213841033,,1 kunal,Single,Green,3,Y,N,1,28.679079/77.070640
78 BN,C COY,Kanpur,Rameshwar,Z-954,Anabella,Mother,,86,Buisnessman,9213841034,,1 kunal,Single,Lavender,3,Y,N,2,28.679079/77.070641
78 BN,C COY,Kanpur,Rameshwar,Z-954,Anais,Husband,,62,Technician,9213841035,,1 kunal,Single,Cherry,5,Y,N,2,28.679079/77.070642
78 BN,C COY,Kanpur,Rameshwar,Z-954,Andie,Wife,,98,Shopkeeper,9213841036,,1 kunal,Single,Light green,4,Y,Y,2,28.679079/77.070643
78 BN,C COY,Kanpur,Rameshwar,Z-958,Angel,Husband,,21,Doctor,9213841037,,1 kunal,Single,Red,2,Y,Y,3,28.679079/77.070644
78 BN,C COY,Kanpur,Rameshwar,Z-958,Aria-Rose,Wife,,33,Teacher,9213841038,,2 kunal,Single,Pink,3,N,N,2,28.679079/77.070645
78 BN,C COY,Kanpur,Rameshwar,Z-958,Ariyah,Daughter,,45,Engineer,9213841039,,2 kunal,Single,Purple,5,N,Y,1,28.679079/77.070646
78 BN,C COY,Kanpur,Dharamveer,Z-961,Arlah,Father,,12,Painter,9213841040,,2 kunal,Single,White,4,N,N,2,28.679079/77.070647
78 BN,C COY,Kanpur,Dharamveer,Z-961,Aryana,Mother,,45,Call Centre,9213841041,,2 kunal,Single,Blue,3,N,Y,2,28.679079/77.070648
78 BN,C COY,Kanpur,Dharamveer,Z-961,Ashley,Husband,,23,Air hostess,9213841042,,2 kunal,Single,Green,3,N,Y,2,28.679079/77.070649
78 BN,C COY,Kanpur,Dharamveer,Z-961,Audrey,Wife,,67,Pilot,9213841043,,2 kunal,Single,Lavender,5,Y,Y,2,28.679079/77.070650
78 BN,C COY,Kanpur,Dharamveer,Z-965,Ayah,Husband,,23,Scientist,9213841044,,2 kunal,Single,Cherry,3,N,Y,3,28.679079/77.070651
78 BN,C COY,Kanpur,Dharamveer,Z-965,Ayana,Wife,,56,Attender,9213841045,,2 kunal,Single,Light green,4,N,Y,1,28.679079/77.070652
78 BN,C COY,Kanpur,Dharamveer,Z-965,Aymen,Daughter,,24,Buisnessman,9213841046,,1 kunal,Single,Red,4,Y,Y,2,28.679079/77.070653
78 BN,C COY,Kanpur,Kokila,Z-968,Aysha,Father,,56,Technician,9213841047,,1 kunal,Single,Pink,2,N,N,2,28.679079/77.070654
78 BN,C COY,Kanpur,Kokila,Z-968,Ayva,Mother,,32,Shopkeeper,9213841048,,1 kunal,Single,Purple,4,N,N,1,28.679079/77.070655
78 BN,C COY,Kanpur,Kokila,Z-968,Azra,Husband,,67,Doctor,9213841049,,1 kunal,Single,White,5,N,N,2,28.679079/77.070656
78 BN,C COY,Kanpur,Kokila,Z-968,Briar,Wife,,89,Teacher,9213841050,,1 kunal,Single,Blue,2,N,N,2,28.679079/77.070657
78 BN,C COY,Kanpur,Kokila,Z-972,Brogan,Husband,,96,Engineer,9213841051,,1 kunal,Single,Green,3,Y,N,1,28.679079/77.070658
78 BN,C COY,Kanpur,Kokila,Z-972,Calla,Wife,,49,Painter,9213841052,,2 kunal,Single,Lavender,5,Y,Y,2,28.679079/77.070659
78 BN,C COY,Kanpur,Kokila,Z-972,Corran,Son,,60,Call Centre,9213841053,,2 kunal,Single,Cherry,2,N,N,2,28.679079/77.070660
